country,latitude,longitude,year,t2m_celsius,source
France,46.0,2.0,202203,7.21,NASA POWER
France,46.0,2.0,202204,8.81,NASA POWER
France,46.0,2.0,202205,15.7,NASA POWER
France,46.0,2.0,202206,19.55,NASA POWER
France,46.0,2.0,202207,21.45,NASA POWER
France,46.0,2.0,202208,22.6,NASA POWER
France,46.0,2.0,202209,16.07,NASA POWER
France,46.0,2.0,202210,15.64,NASA POWER
France,46.0,2.0,202211,8.31,NASA POWER
France,46.0,2.0,202212,3.94,NASA POWER
France,46.0,2.0,202213,12.16,NASA POWER
France,46.0,2.0,202301,2.56,NASA POWER
France,46.0,2.0,202302,3.15,NASA POWER
France,46.0,2.0,202303,6.87,NASA POWER
France,46.0,2.0,202304,8.7,NASA POWER
France,46.0,2.0,202305,13.23,NASA POWER
France,46.0,2.0,202306,19.37,NASA POWER
France,46.0,2.0,202307,19.95,NASA POWER
France,46.0,2.0,202308,20.78,NASA POWER
France,46.0,2.0,202309,20.39,NASA POWER
France,46.0,2.0,202310,14.61,NASA POWER
France,46.0,2.0,202311,6.86,NASA POWER
France,46.0,2.0,202312,4.82,NASA POWER
France,46.0,2.0,202313,11.82,NASA POWER
France,46.0,2.0,202401,3.34,NASA POWER
France,46.0,2.0,202402,5.89,NASA POWER
France,46.0,2.0,202403,7.36,NASA POWER
France,46.0,2.0,202404,9.0,NASA POWER
France,46.0,2.0,202405,12.02,NASA POWER
France,46.0,2.0,202406,16.25,NASA POWER
France,46.0,2.0,202407,18.93,NASA POWER
France,46.0,2.0,202408,20.18,NASA POWER
France,46.0,2.0,202409,14.04,NASA POWER
France,46.0,2.0,202410,13.22,NASA POWER
France,46.0,2.0,202411,8.13,NASA POWER
France,46.0,2.0,202412,3.37,NASA POWER
France,46.0,2.0,202413,11.0,NASA POWER
French Guiana,4.0,-53.0,201501,24.41,NASA POWER
French Guiana,4.0,-53.0,201502,24.16,NASA POWER
French Guiana,4.0,-53.0,201503,24.07,NASA POWER
French Guiana,4.0,-53.0,201504,24.32,NASA POWER
French Guiana,4.0,-53.0,201505,24.61,NASA POWER
French Guiana,4.0,-53.0,201506,24.46,NASA POWER
French Guiana,4.0,-53.0,201507,24.63,NASA POWER
French Guiana,4.0,-53.0,201508,24.92,NASA POWER
French Guiana,4.0,-53.0,201509,26.4,NASA POWER
French Guiana,4.0,-53.0,201510,28.75,NASA POWER
French Guiana,4.0,-53.0,201511,27.72,NASA POWER
French Guiana,4.0,-53.0,201512,25.65,NASA POWER
French Guiana,4.0,-53.0,201513,25.35,NASA POWER
French Guiana,4.0,-53.0,201601,25.64,NASA POWER
French Guiana,4.0,-53.0,201602,25.18,NASA POWER
French Guiana,4.0,-53.0,201603,25.21,NASA POWER
French Guiana,4.0,-53.0,201604,25.33,NASA POWER
French Guiana,4.0,-53.0,201605,25.19,NASA POWER
French Guiana,4.0,-53.0,201606,24.56,NASA POWER
French Guiana,4.0,-53.0,201607,24.85,NASA POWER
French Guiana,4.0,-53.0,201608,24.98,NASA POWER
French Guiana,4.0,-53.0,201609,26.27,NASA POWER
French Guiana,4.0,-53.0,201610,28.37,NASA POWER
French Guiana,4.0,-53.0,201611,28.88,NASA POWER
French Guiana,4.0,-53.0,201612,25.46,NASA POWER
French Guiana,4.0,-53.0,201613,25.83,NASA POWER
French Guiana,4.0,-53.0,201701,24.12,NASA POWER
French Guiana,4.0,-53.0,201702,24.09,NASA POWER
French Guiana,4.0,-53.0,201703,24.4,NASA POWER
French Guiana,4.0,-53.0,201704,24.72,NASA POWER
French Guiana,4.0,-53.0,201705,25.07,NASA POWER
French Guiana,4.0,-53.0,201706,24.87,NASA POWER
French Guiana,4.0,-53.0,201707,24.72,NASA POWER
French Guiana,4.0,-53.0,201708,25.25,NASA POWER
French Guiana,4.0,-53.0,201709,26.89,NASA POWER
French Guiana,4.0,-53.0,201710,28.35,NASA POWER
French Guiana,4.0,-53.0,201711,27.46,NASA POWER
French Guiana,4.0,-53.0,201712,24.82,NASA POWER
French Guiana,4.0,-53.0,201713,25.4,NASA POWER
French Guiana,4.0,-53.0,201801,24.11,NASA POWER
French Guiana,4.0,-53.0,201802,23.95,NASA POWER
French Guiana,4.0,-53.0,201803,24.8,NASA POWER
French Guiana,4.0,-53.0,201804,24.46,NASA POWER
French Guiana,4.0,-53.0,201805,24.37,NASA POWER
French Guiana,4.0,-53.0,201806,24.55,NASA POWER
French Guiana,4.0,-53.0,201807,24.6,NASA POWER
French Guiana,4.0,-53.0,201808,24.62,NASA POWER
French Guiana,4.0,-53.0,201809,25.92,NASA POWER
French Guiana,4.0,-53.0,201810,28.57,NASA POWER
French Guiana,4.0,-53.0,201811,27.32,NASA POWER
French Guiana,4.0,-53.0,201812,23.86,NASA POWER
French Guiana,4.0,-53.0,201813,25.1,NASA POWER
French Guiana,4.0,-53.0,201901,24.09,NASA POWER
French Guiana,4.0,-53.0,201902,24.38,NASA POWER
French Guiana,4.0,-53.0,201903,26.21,NASA POWER
French Guiana,4.0,-53.0,201904,26.0,NASA POWER
French Guiana,4.0,-53.0,201905,25.1,NASA POWER
French Guiana,4.0,-53.0,201906,24.98,NASA POWER
French Guiana,4.0,-53.0,201907,24.73,NASA POWER
French Guiana,4.0,-53.0,201908,25.05,NASA POWER
French Guiana,4.0,-53.0,201909,26.55,NASA POWER
French Guiana,4.0,-53.0,201910,28.36,NASA POWER
French Guiana,4.0,-53.0,201911,28.55,NASA POWER
French Guiana,4.0,-53.0,201912,25.53,NASA POWER
French Guiana,4.0,-53.0,201913,25.8,NASA POWER
French Guiana,4.0,-53.0,202001,25.3,NASA POWER
French Guiana,4.0,-53.0,202002,25.79,NASA POWER
French Guiana,4.0,-53.0,202003,27.01,NASA POWER
French Guiana,4.0,-53.0,202004,25.66,NASA POWER
French Guiana,4.0,-53.0,202005,25.02,NASA POWER
French Guiana,4.0,-53.0,202006,24.84,NASA POWER
French Guiana,4.0,-53.0,202007,24.74,NASA POWER
French Guiana,4.0,-53.0,202008,25.73,NASA POWER
French Guiana,4.0,-53.0,202009,27.0,NASA POWER
French Guiana,4.0,-53.0,202010,27.93,NASA POWER
French Guiana,4.0,-53.0,202011,25.98,NASA POWER
French Guiana,4.0,-53.0,202012,25.72,NASA POWER
French Guiana,4.0,-53.0,202013,25.89,NASA POWER
French Guiana,4.0,-53.0,202101,24.48,NASA POWER
French Guiana,4.0,-53.0,202102,24.41,NASA POWER
French Guiana,4.0,-53.0,202103,24.3,NASA POWER
French Guiana,4.0,-53.0,202104,24.45,NASA POWER
French Guiana,4.0,-53.0,202105,24.77,NASA POWER
French Guiana,4.0,-53.0,202106,24.77,NASA POWER
French Guiana,4.0,-53.0,202107,24.63,NASA POWER
French Guiana,4.0,-53.0,202108,25.06,NASA POWER
French Guiana,4.0,-53.0,202109,25.1,NASA POWER
French Guiana,4.0,-53.0,202110,25.59,NASA POWER
French Guiana,4.0,-53.0,202111,25.47,NASA POWER
French Guiana,4.0,-53.0,202112,24.76,NASA POWER
French Guiana,4.0,-53.0,202113,24.82,NASA POWER
French Guiana,4.0,-53.0,202201,24.19,NASA POWER
French Guiana,4.0,-53.0,202202,24.43,NASA POWER
French Guiana,4.0,-53.0,202203,24.39,NASA POWER
French Guiana,4.0,-53.0,202204,24.7,NASA POWER
French Guiana,4.0,-53.0,202205,24.7,NASA POWER
French Guiana,4.0,-53.0,202206,24.36,NASA POWER
French Guiana,4.0,-53.0,202207,24.68,NASA POWER
French Guiana,4.0,-53.0,202208,24.94,NASA POWER
French Guiana,4.0,-53.0,202209,25.26,NASA POWER
French Guiana,4.0,-53.0,202210,26.7,NASA POWER
French Guiana,4.0,-53.0,202211,24.79,NASA POWER
French Guiana,4.0,-53.0,202212,24.18,NASA POWER
French Guiana,4.0,-53.0,202213,24.78,NASA POWER
French Guiana,4.0,-53.0,202301,23.7,NASA POWER
French Guiana,4.0,-53.0,202302,24.16,NASA POWER
French Guiana,4.0,-53.0,202303,24.45,NASA POWER
French Guiana,4.0,-53.0,202304,24.69,NASA POWER
French Guiana,4.0,-53.0,202305,25.32,NASA POWER
French Guiana,4.0,-53.0,202306,25.21,NASA POWER
French Guiana,4.0,-53.0,202307,25.16,NASA POWER
French Guiana,4.0,-53.0,202308,25.66,NASA POWER
French Guiana,4.0,-53.0,202309,28.33,NASA POWER
French Guiana,4.0,-53.0,202310,30.21,NASA POWER
French Guiana,4.0,-53.0,202311,28.9,NASA POWER
French Guiana,4.0,-53.0,202312,26.54,NASA POWER
French Guiana,4.0,-53.0,202313,26.03,NASA POWER
French Guiana,4.0,-53.0,202401,25.19,NASA POWER
French Guiana,4.0,-53.0,202402,25.31,NASA POWER
French Guiana,4.0,-53.0,202403,26.22,NASA POWER
French Guiana,4.0,-53.0,202404,25.86,NASA POWER
French Guiana,4.0,-53.0,202405,25.63,NASA POWER
French Guiana,4.0,-53.0,202406,25.19,NASA POWER
French Guiana,4.0,-53.0,202407,25.02,NASA POWER
French Guiana,4.0,-53.0,202408,25.3,NASA POWER
French Guiana,4.0,-53.0,202409,27.12,NASA POWER
French Guiana,4.0,-53.0,202410,28.84,NASA POWER
French Guiana,4.0,-53.0,202411,27.63,NASA POWER
French Guiana,4.0,-53.0,202412,25.26,NASA POWER
French Guiana,4.0,-53.0,202413,26.05,NASA POWER
French Polynesia,-15.0,-140.0,201501,27.18,NASA POWER
French Polynesia,-15.0,-140.0,201502,27.26,NASA POWER
French Polynesia,-15.0,-140.0,201503,27.28,NASA POWER
French Polynesia,-15.0,-140.0,201504,27.22,NASA POWER
French Polynesia,-15.0,-140.0,201505,27.09,NASA POWER
French Polynesia,-15.0,-140.0,201506,26.61,NASA POWER
French Polynesia,-15.0,-140.0,201507,25.67,NASA POWER
French Polynesia,-15.0,-140.0,201508,25.49,NASA POWER
French Polynesia,-15.0,-140.0,201509,25.84,NASA POWER
French Polynesia,-15.0,-140.0,201510,26.49,NASA POWER
French Polynesia,-15.0,-140.0,201511,26.95,NASA POWER
French Polynesia,-15.0,-140.0,201512,27.32,NASA POWER
French Polynesia,-15.0,-140.0,201513,26.7,NASA POWER
French Polynesia,-15.0,-140.0,201601,27.67,NASA POWER
French Polynesia,-15.0,-140.0,201602,28.15,NASA POWER
French Polynesia,-15.0,-140.0,201603,28.51,NASA POWER
French Polynesia,-15.0,-140.0,201604,28.37,NASA POWER
French Polynesia,-15.0,-140.0,201605,28.1,NASA POWER
French Polynesia,-15.0,-140.0,201606,27.45,NASA POWER
French Polynesia,-15.0,-140.0,201607,26.96,NASA POWER
French Polynesia,-15.0,-140.0,201608,26.28,NASA POWER
French Polynesia,-15.0,-140.0,201609,26.28,NASA POWER
French Polynesia,-15.0,-140.0,201610,26.34,NASA POWER
French Polynesia,-15.0,-140.0,201611,27.1,NASA POWER
French Polynesia,-15.0,-140.0,201612,27.35,NASA POWER
French Polynesia,-15.0,-140.0,201613,27.38,NASA POWER
French Polynesia,-15.0,-140.0,201701,27.59,NASA POWER
French Polynesia,-15.0,-140.0,201702,28.14,NASA POWER
French Polynesia,-15.0,-140.0,201703,28.28,NASA POWER
French Polynesia,-15.0,-140.0,201704,28.02,NASA POWER
French Polynesia,-15.0,-140.0,201705,27.62,NASA POWER
French Polynesia,-15.0,-140.0,201706,27.09,NASA POWER
French Polynesia,-15.0,-140.0,201707,26.73,NASA POWER
French Polynesia,-15.0,-140.0,201708,25.7,NASA POWER
French Polynesia,-15.0,-140.0,201709,25.72,NASA POWER
French Polynesia,-15.0,-140.0,201710,25.71,NASA POWER
French Polynesia,-15.0,-140.0,201711,26.59,NASA POWER
French Polynesia,-15.0,-140.0,201712,26.8,NASA POWER
French Polynesia,-15.0,-140.0,201713,26.99,NASA POWER
French Polynesia,-15.0,-140.0,201801,27.31,NASA POWER
French Polynesia,-15.0,-140.0,201802,26.98,NASA POWER
French Polynesia,-15.0,-140.0,201803,27.42,NASA POWER
French Polynesia,-15.0,-140.0,201804,27.02,NASA POWER
French Polynesia,-15.0,-140.0,201805,26.59,NASA POWER
French Polynesia,-15.0,-140.0,201806,26.31,NASA POWER
French Polynesia,-15.0,-140.0,201807,25.89,NASA POWER
French Polynesia,-15.0,-140.0,201808,25.61,NASA POWER
French Polynesia,-15.0,-140.0,201809,25.25,NASA POWER
French Polynesia,-15.0,-140.0,201810,26.06,NASA POWER
French Polynesia,-15.0,-140.0,201811,26.38,NASA POWER
French Polynesia,-15.0,-140.0,201812,26.82,NASA POWER
French Polynesia,-15.0,-140.0,201813,26.47,NASA POWER
French Polynesia,-15.0,-140.0,201901,27.27,NASA POWER
French Polynesia,-15.0,-140.0,201902,27.44,NASA POWER
French Polynesia,-15.0,-140.0,201903,27.83,NASA POWER
French Polynesia,-15.0,-140.0,201904,28.11,NASA POWER
French Polynesia,-15.0,-140.0,201905,27.42,NASA POWER
French Polynesia,-15.0,-140.0,201906,26.74,NASA POWER
French Polynesia,-15.0,-140.0,201907,26.07,NASA POWER
French Polynesia,-15.0,-140.0,201908,26.1,NASA POWER
French Polynesia,-15.0,-140.0,201909,26.04,NASA POWER
French Polynesia,-15.0,-140.0,201910,26.16,NASA POWER
French Polynesia,-15.0,-140.0,201911,27.0,NASA POWER
French Polynesia,-15.0,-140.0,201912,27.25,NASA POWER
French Polynesia,-15.0,-140.0,201913,26.95,NASA POWER
French Polynesia,-15.0,-140.0,202001,27.43,NASA POWER
French Polynesia,-15.0,-140.0,202002,27.48,NASA POWER
French Polynesia,-15.0,-140.0,202003,27.75,NASA POWER
French Polynesia,-15.0,-140.0,202004,27.66,NASA POWER
French Polynesia,-15.0,-140.0,202005,27.56,NASA POWER
French Polynesia,-15.0,-140.0,202006,26.74,NASA POWER
French Polynesia,-15.0,-140.0,202007,25.8,NASA POWER
French Polynesia,-15.0,-140.0,202008,25.43,NASA POWER
French Polynesia,-15.0,-140.0,202009,25.58,NASA POWER
French Polynesia,-15.0,-140.0,202010,25.62,NASA POWER
French Polynesia,-15.0,-140.0,202011,25.97,NASA POWER
French Polynesia,-15.0,-140.0,202012,26.45,NASA POWER
French Polynesia,-15.0,-140.0,202013,26.62,NASA POWER
French Polynesia,-15.0,-140.0,202101,26.29,NASA POWER
French Polynesia,-15.0,-140.0,202102,26.68,NASA POWER
French Polynesia,-15.0,-140.0,202103,27.45,NASA POWER
French Polynesia,-15.0,-140.0,202104,26.97,NASA POWER
French Polynesia,-15.0,-140.0,202105,26.68,NASA POWER
French Polynesia,-15.0,-140.0,202106,26.33,NASA POWER
French Polynesia,-15.0,-140.0,202107,25.6,NASA POWER
French Polynesia,-15.0,-140.0,202108,25.09,NASA POWER
French Polynesia,-15.0,-140.0,202109,25.17,NASA POWER
French Polynesia,-15.0,-140.0,202110,25.47,NASA POWER
French Polynesia,-15.0,-140.0,202111,26.19,NASA POWER
French Polynesia,-15.0,-140.0,202112,26.36,NASA POWER
French Polynesia,-15.0,-140.0,202113,26.19,NASA POWER
French Polynesia,-15.0,-140.0,202201,26.47,NASA POWER
French Polynesia,-15.0,-140.0,202202,26.57,NASA POWER
French Polynesia,-15.0,-140.0,202203,26.39,NASA POWER
French Polynesia,-15.0,-140.0,202204,26.68,NASA POWER
French Polynesia,-15.0,-140.0,202205,25.99,NASA POWER
French Polynesia,-15.0,-140.0,202206,25.48,NASA POWER
French Polynesia,-15.0,-140.0,202207,24.93,NASA POWER
French Polynesia,-15.0,-140.0,202208,24.78,NASA POWER
French Polynesia,-15.0,-140.0,202209,24.85,NASA POWER
French Polynesia,-15.0,-140.0,202210,24.99,NASA POWER
French Polynesia,-15.0,-140.0,202211,25.82,NASA POWER
French Polynesia,-15.0,-140.0,202212,26.44,NASA POWER
French Polynesia,-15.0,-140.0,202213,25.78,NASA POWER
French Polynesia,-15.0,-140.0,202301,26.87,NASA POWER
French Polynesia,-15.0,-140.0,202302,26.83,NASA POWER
French Polynesia,-15.0,-140.0,202303,27.4,NASA POWER
French Polynesia,-15.0,-140.0,202304,28.03,NASA POWER
French Polynesia,-15.0,-140.0,202305,27.84,NASA POWER
French Polynesia,-15.0,-140.0,202306,27.07,NASA POWER
French Polynesia,-15.0,-140.0,202307,26.48,NASA POWER
French Polynesia,-15.0,-140.0,202308,25.8,NASA POWER
French Polynesia,-15.0,-140.0,202309,26.25,NASA POWER
French Polynesia,-15.0,-140.0,202310,26.39,NASA POWER
French Polynesia,-15.0,-140.0,202311,26.94,NASA POWER
French Polynesia,-15.0,-140.0,202312,27.41,NASA POWER
French Polynesia,-15.0,-140.0,202313,26.94,NASA POWER
French Polynesia,-15.0,-140.0,202401,27.95,NASA POWER
French Polynesia,-15.0,-140.0,202402,28.16,NASA POWER
French Polynesia,-15.0,-140.0,202403,28.47,NASA POWER
French Polynesia,-15.0,-140.0,202404,28.24,NASA POWER
French Polynesia,-15.0,-140.0,202405,27.53,NASA POWER
French Polynesia,-15.0,-140.0,202406,27.14,NASA POWER
French Polynesia,-15.0,-140.0,202407,26.39,NASA POWER
French Polynesia,-15.0,-140.0,202408,26.0,NASA POWER
French Polynesia,-15.0,-140.0,202409,26.0,NASA POWER
French Polynesia,-15.0,-140.0,202410,26.3,NASA POWER
French Polynesia,-15.0,-140.0,202411,27.14,NASA POWER
French Polynesia,-15.0,-140.0,202412,27.12,NASA POWER
French Polynesia,-15.0,-140.0,202413,27.2,NASA POWER
French Southern Territories,-43.0,67.0,201501,13.22,NASA POWER
French Southern Territories,-43.0,67.0,201502,14.49,NASA POWER
French Southern Territories,-43.0,67.0,201503,14.21,NASA POWER
French Southern Territories,-43.0,67.0,201504,13.55,NASA POWER
French Southern Territories,-43.0,67.0,201505,13.48,NASA POWER
French Southern Territories,-43.0,67.0,201506,11.81,NASA POWER
French Southern Territories,-43.0,67.0,201507,10.43,NASA POWER
French Southern Territories,-43.0,67.0,201508,10.49,NASA POWER
French Southern Territories,-43.0,67.0,201509,9.52,NASA POWER
French Southern Territories,-43.0,67.0,201510,10.12,NASA POWER
French Southern Territories,-43.0,67.0,201511,10.06,NASA POWER
French Southern Territories,-43.0,67.0,201512,11.27,NASA POWER
French Southern Territories,-43.0,67.0,201513,11.87,NASA POWER
French Southern Territories,-43.0,67.0,201601,12.53,NASA POWER
French Southern Territories,-43.0,67.0,201602,12.74,NASA POWER
French Southern Territories,-43.0,67.0,201603,13.17,NASA POWER
French Southern Territories,-43.0,67.0,201604,14.3,NASA POWER
French Southern Territories,-43.0,67.0,201605,11.52,NASA POWER
French Southern Territories,-43.0,67.0,201606,10.99,NASA POWER
French Southern Territories,-43.0,67.0,201607,10.5,NASA POWER
French Southern Territories,-43.0,67.0,201608,9.42,NASA POWER
French Southern Territories,-43.0,67.0,201609,10.49,NASA POWER
French Southern Territories,-43.0,67.0,201610,10.36,NASA POWER
French Southern Territories,-43.0,67.0,201611,11.23,NASA POWER
French Southern Territories,-43.0,67.0,201612,11.75,NASA POWER
French Southern Territories,-43.0,67.0,201613,11.58,NASA POWER
French Southern Territories,-43.0,67.0,201701,11.47,NASA POWER
French Southern Territories,-43.0,67.0,201702,13.85,NASA POWER
French Southern Territories,-43.0,67.0,201703,13.88,NASA POWER
French Southern Territories,-43.0,67.0,201704,13.17,NASA POWER
French Southern Territories,-43.0,67.0,201705,10.66,NASA POWER
French Southern Territories,-43.0,67.0,201706,10.42,NASA POWER
French Southern Territories,-43.0,67.0,201707,10.38,NASA POWER
French Southern Territories,-43.0,67.0,201708,9.96,NASA POWER
French Southern Territories,-43.0,67.0,201709,8.51,NASA POWER
French Southern Territories,-43.0,67.0,201710,10.81,NASA POWER
French Southern Territories,-43.0,67.0,201711,10.53,NASA POWER
French Southern Territories,-43.0,67.0,201712,12.93,NASA POWER
French Southern Territories,-43.0,67.0,201713,11.37,NASA POWER
French Southern Territories,-43.0,67.0,201801,12.51,NASA POWER
French Southern Territories,-43.0,67.0,201802,13.62,NASA POWER
French Southern Territories,-43.0,67.0,201803,14.19,NASA POWER
French Southern Territories,-43.0,67.0,201804,12.28,NASA POWER
French Southern Territories,-43.0,67.0,201805,10.1,NASA POWER
French Southern Territories,-43.0,67.0,201806,8.86,NASA POWER
French Southern Territories,-43.0,67.0,201807,8.68,NASA POWER
French Southern Territories,-43.0,67.0,201808,8.24,NASA POWER
French Southern Territories,-43.0,67.0,201809,8.36,NASA POWER
French Southern Territories,-43.0,67.0,201810,9.86,NASA POWER
French Southern Territories,-43.0,67.0,201811,11.65,NASA POWER
French Southern Territories,-43.0,67.0,201812,12.08,NASA POWER
French Southern Territories,-43.0,67.0,201813,10.85,NASA POWER
French Southern Territories,-43.0,67.0,201901,13.72,NASA POWER
French Southern Territories,-43.0,67.0,201902,14.84,NASA POWER
French Southern Territories,-43.0,67.0,201903,14.99,NASA POWER
French Southern Territories,-43.0,67.0,201904,13.59,NASA POWER
French Southern Territories,-43.0,67.0,201905,11.9,NASA POWER
French Southern Territories,-43.0,67.0,201906,10.65,NASA POWER
French Southern Territories,-43.0,67.0,201907,10.55,NASA POWER
French Southern Territories,-43.0,67.0,201908,9.53,NASA POWER
French Southern Territories,-43.0,67.0,201909,9.05,NASA POWER
French Southern Territories,-43.0,67.0,201910,9.0,NASA POWER
French Southern Territories,-43.0,67.0,201911,10.19,NASA POWER
French Southern Territories,-43.0,67.0,201912,11.17,NASA POWER
French Southern Territories,-43.0,67.0,201913,11.58,NASA POWER
French Southern Territories,-43.0,67.0,202001,12.5,NASA POWER
French Southern Territories,-43.0,67.0,202002,12.91,NASA POWER
French Southern Territories,-43.0,67.0,202003,13.25,NASA POWER
French Southern Territories,-43.0,67.0,202004,12.53,NASA POWER
French Southern Territories,-43.0,67.0,202005,11.21,NASA POWER
French Southern Territories,-43.0,67.0,202006,10.46,NASA POWER
French Southern Territories,-43.0,67.0,202007,9.52,NASA POWER
French Southern Territories,-43.0,67.0,202008,9.49,NASA POWER
French Southern Territories,-43.0,67.0,202009,8.69,NASA POWER
French Southern Territories,-43.0,67.0,202010,10.27,NASA POWER
French Southern Territories,-43.0,67.0,202011,10.36,NASA POWER
French Southern Territories,-43.0,67.0,202012,11.27,NASA POWER
French Southern Territories,-43.0,67.0,202013,11.03,NASA POWER
French Southern Territories,-43.0,67.0,202101,11.85,NASA POWER
French Southern Territories,-43.0,67.0,202102,13.33,NASA POWER
French Southern Territories,-43.0,67.0,202103,12.91,NASA POWER
French Southern Territories,-43.0,67.0,202104,12.67,NASA POWER
French Southern Territories,-43.0,67.0,202105,11.61,NASA POWER
French Southern Territories,-43.0,67.0,202106,11.1,NASA POWER
French Southern Territories,-43.0,67.0,202107,10.7,NASA POWER
French Southern Territories,-43.0,67.0,202108,9.42,NASA POWER
French Southern Territories,-43.0,67.0,202109,8.78,NASA POWER
French Southern Territories,-43.0,67.0,202110,10.16,NASA POWER
French Southern Territories,-43.0,67.0,202111,11.54,NASA POWER
French Southern Territories,-43.0,67.0,202112,11.45,NASA POWER
French Southern Territories,-43.0,67.0,202113,11.28,NASA POWER
French Southern Territories,-43.0,67.0,202201,12.55,NASA POWER
French Southern Territories,-43.0,67.0,202202,13.02,NASA POWER
French Southern Territories,-43.0,67.0,202203,14.17,NASA POWER
French Southern Territories,-43.0,67.0,202204,13.4,NASA POWER
French Southern Territories,-43.0,67.0,202205,12.06,NASA POWER
French Southern Territories,-43.0,67.0,202206,11.06,NASA POWER
French Southern Territories,-43.0,67.0,202207,10.33,NASA POWER
French Southern Territories,-43.0,67.0,202208,10.85,NASA POWER
French Southern Territories,-43.0,67.0,202209,10.61,NASA POWER
French Southern Territories,-43.0,67.0,202210,8.78,NASA POWER
French Southern Territories,-43.0,67.0,202211,9.77,NASA POWER
French Southern Territories,-43.0,67.0,202212,11.53,NASA POWER
French Southern Territories,-43.0,67.0,202213,11.5,NASA POWER
French Southern Territories,-43.0,67.0,202301,14.3,NASA POWER
French Southern Territories,-43.0,67.0,202302,14.55,NASA POWER
French Southern Territories,-43.0,67.0,202303,14.28,NASA POWER
French Southern Territories,-43.0,67.0,202304,14.54,NASA POWER
French Southern Territories,-43.0,67.0,202305,13.65,NASA POWER
French Southern Territories,-43.0,67.0,202306,12.63,NASA POWER
French Southern Territories,-43.0,67.0,202307,10.94,NASA POWER
French Southern Territories,-43.0,67.0,202308,10.85,NASA POWER
French Southern Territories,-43.0,67.0,202309,10.42,NASA POWER
French Southern Territories,-43.0,67.0,202310,10.11,NASA POWER
French Southern Territories,-43.0,67.0,202311,11.05,NASA POWER
French Southern Territories,-43.0,67.0,202312,12.19,NASA POWER
French Southern Territories,-43.0,67.0,202313,12.45,NASA POWER
French Southern Territories,-43.0,67.0,202401,12.77,NASA POWER
French Southern Territories,-43.0,67.0,202402,13.78,NASA POWER
French Southern Territories,-43.0,67.0,202403,14.07,NASA POWER
French Southern Territories,-43.0,67.0,202404,12.3,NASA POWER
French Southern Territories,-43.0,67.0,202405,10.43,NASA POWER
French Southern Territories,-43.0,67.0,202406,8.75,NASA POWER
French Southern Territories,-43.0,67.0,202407,7.78,NASA POWER
French Southern Territories,-43.0,67.0,202408,8.33,NASA POWER
French Southern Territories,-43.0,67.0,202409,8.48,NASA POWER
French Southern Territories,-43.0,67.0,202410,7.99,NASA POWER
French Southern Territories,-43.0,67.0,202411,10.26,NASA POWER
French Southern Territories,-43.0,67.0,202412,11.49,NASA POWER
French Southern Territories,-43.0,67.0,202413,10.52,NASA POWER
Gabon,-1.0,11.75,201501,24.0,NASA POWER
Gabon,-1.0,11.75,201502,24.36,NASA POWER
Gabon,-1.0,11.75,201503,24.33,NASA POWER
Gabon,-1.0,11.75,201504,24.12,NASA POWER
Gabon,-1.0,11.75,201505,24.24,NASA POWER
Gabon,-1.0,11.75,201506,23.73,NASA POWER
Gabon,-1.0,11.75,201507,23.8,NASA POWER
Gabon,-1.0,11.75,201508,24.04,NASA POWER
Gabon,-1.0,11.75,201509,24.37,NASA POWER
Gabon,-1.0,11.75,201510,23.93,NASA POWER
Gabon,-1.0,11.75,201511,23.47,NASA POWER
Gabon,-1.0,11.75,201512,24.05,NASA POWER
Gabon,-1.0,11.75,201513,24.04,NASA POWER
Gabon,-1.0,11.75,201601,24.72,NASA POWER
Gabon,-1.0,11.75,201602,25.05,NASA POWER
Gabon,-1.0,11.75,201603,24.96,NASA POWER
Gabon,-1.0,11.75,201604,24.61,NASA POWER
Gabon,-1.0,11.75,201605,24.42,NASA POWER
Gabon,-1.0,11.75,201606,24.06,NASA POWER
Gabon,-1.0,11.75,201607,23.82,NASA POWER
Gabon,-1.0,11.75,201608,23.77,NASA POWER
Gabon,-1.0,11.75,201609,23.77,NASA POWER
Gabon,-1.0,11.75,201610,23.91,NASA POWER
Gabon,-1.0,11.75,201611,23.97,NASA POWER
Gabon,-1.0,11.75,201612,24.24,NASA POWER
Gabon,-1.0,11.75,201613,24.27,NASA POWER
Gabon,-1.0,11.75,201701,24.62,NASA POWER
Gabon,-1.0,11.75,201702,24.98,NASA POWER
Gabon,-1.0,11.75,201703,25.47,NASA POWER
Gabon,-1.0,11.75,201704,25.63,NASA POWER
Gabon,-1.0,11.75,201705,25.57,NASA POWER
Gabon,-1.0,11.75,201706,26.11,NASA POWER
Gabon,-1.0,11.75,201707,26.32,NASA POWER
Gabon,-1.0,11.75,201708,26.39,NASA POWER
Gabon,-1.0,11.75,201709,26.87,NASA POWER
Gabon,-1.0,11.75,201710,24.99,NASA POWER
Gabon,-1.0,11.75,201711,24.72,NASA POWER
Gabon,-1.0,11.75,201712,25.84,NASA POWER
Gabon,-1.0,11.75,201713,25.63,NASA POWER
Gabon,-1.0,11.75,201801,25.84,NASA POWER
Gabon,-1.0,11.75,201802,26.78,NASA POWER
Gabon,-1.0,11.75,201803,26.57,NASA POWER
Gabon,-1.0,11.75,201804,25.82,NASA POWER
Gabon,-1.0,11.75,201805,26.0,NASA POWER
Gabon,-1.0,11.75,201806,26.61,NASA POWER
