
country,latitude,longitude,year,ghi_kwh_m2_day,source,ghi_kwh_m2_year
British Indian Ocean Territory,-6.0,71.5,201909,5.29,NASA POWER,1930.85
British Indian Ocean Territory,-6.0,71.5,201910,6.49,NASA POWER,2368.85
British Indian Ocean Territory,-6.0,71.5,201911,6.8,NASA POWER,2482.0
British Indian Ocean Territory,-6.0,71.5,201912,6.37,NASA POWER,2325.05
British Indian Ocean Territory,-6.0,71.5,201913,5.69,NASA POWER,2076.8500000000004
British Indian Ocean Territory,-6.0,71.5,202001,5.15,NASA POWER,1879.7500000000002
British Indian Ocean Territory,-6.0,71.5,202002,6.18,NASA POWER,2255.7
British Indian Ocean Territory,-6.0,71.5,202003,5.86,NASA POWER,2138.9
British Indian Ocean Territory,-6.0,71.5,202004,5.75,NASA POWER,2098.75
British Indian Ocean Territory,-6.0,71.5,202005,5.3,NASA POWER,1934.5
British Indian Ocean Territory,-6.0,71.5,202006,4.9,NASA POWER,1788.5000000000002
British Indian Ocean Territory,-6.0,71.5,202007,4.27,NASA POWER,1558.55
British Indian Ocean Territory,-6.0,71.5,202008,5.28,NASA POWER,1927.2
British Indian Ocean Territory,-6.0,71.5,202009,6.29,NASA POWER,2295.85
British Indian Ocean Territory,-6.0,71.5,202010,6.42,NASA POWER,2343.3
British Indian Ocean Territory,-6.0,71.5,202011,5.77,NASA POWER,2106.0499999999997
British Indian Ocean Territory,-6.0,71.5,202012,5.11,NASA POWER,1865.15
British Indian Ocean Territory,-6.0,71.5,202013,5.52,NASA POWER,2014.8
Brunei,4.5,114.6667,201001,4.43,NASA POWER,1616.9499999999998
Brunei,4.5,114.6667,201002,5.74,NASA POWER,2095.1
Brunei,4.5,114.6667,201003,5.67,NASA POWER,2069.55
Brunei,4.5,114.6667,201004,5.45,NASA POWER,1989.25
Brunei,4.5,114.6667,201005,5.31,NASA POWER,1938.1499999999999
Brunei,4.5,114.6667,201006,4.88,NASA POWER,1781.2
Brunei,4.5,114.6667,201007,4.91,NASA POWER,1792.15
Brunei,4.5,114.6667,201008,5.21,NASA POWER,1901.65
Brunei,4.5,114.6667,201009,5.26,NASA POWER,1919.8999999999999
Brunei,4.5,114.6667,201010,5.02,NASA POWER,1832.3
Brunei,4.5,114.6667,201011,4.9,NASA POWER,1788.5000000000002
Brunei,4.5,114.6667,201012,4.7,NASA POWER,1715.5
Brunei,4.5,114.6667,201013,5.12,NASA POWER,1868.8
Brunei,4.5,114.6667,201101,4.27,NASA POWER,1558.55
Brunei,4.5,114.6667,201102,4.6,NASA POWER,1678.9999999999998
Brunei,4.5,114.6667,201103,4.97,NASA POWER,1814.05
Brunei,4.5,114.6667,201104,5.14,NASA POWER,1876.1
Brunei,4.5,114.6667,201105,4.97,NASA POWER,1814.05
Brunei,4.5,114.6667,201106,4.74,NASA POWER,1730.1000000000001
Brunei,4.5,114.6667,201107,5.04,NASA POWER,1839.6
Brunei,4.5,114.6667,201108,5.15,NASA POWER,1879.7500000000002
Brunei,4.5,114.6667,201109,5.12,NASA POWER,1868.8
Brunei,4.5,114.6667,201110,4.94,NASA POWER,1803.1000000000001
Brunei,4.5,114.6667,201111,4.8,NASA POWER,1752.0
Brunei,4.5,114.6667,201112,4.36,NASA POWER,1591.4
Brunei,4.5,114.6667,201113,4.84,NASA POWER,1766.6
Brunei,4.5,114.6667,201201,4.67,NASA POWER,1704.55
Brunei,4.5,114.6667,201202,5.13,NASA POWER,1872.45
Brunei,4.5,114.6667,201203,5.17,NASA POWER,1887.05
Brunei,4.5,114.6667,201204,5.37,NASA POWER,1960.05
Brunei,4.5,114.6667,201205,5.22,NASA POWER,1905.3
Brunei,4.5,114.6667,201206,5.13,NASA POWER,1872.45
Brunei,4.5,114.6667,201207,4.88,NASA POWER,1781.2
Brunei,4.5,114.6667,201208,5.28,NASA POWER,1927.2
Brunei,4.5,114.6667,201209,4.97,NASA POWER,1814.05
Brunei,4.5,114.6667,201210,4.91,NASA POWER,1792.15
Brunei,4.5,114.6667,201211,5.0,NASA POWER,1825.0
Brunei,4.5,114.6667,201212,4.93,NASA POWER,1799.4499999999998
Brunei,4.5,114.6667,201213,5.05,NASA POWER,1843.25
Brunei,4.5,114.6667,201301,4.46,NASA POWER,1627.9
Brunei,4.5,114.6667,201302,5.22,NASA POWER,1905.3
Brunei,4.5,114.6667,201303,5.46,NASA POWER,1992.9
Brunei,4.5,114.6667,201304,5.21,NASA POWER,1901.65
Brunei,4.5,114.6667,201305,5.05,NASA POWER,1843.25
Brunei,4.5,114.6667,201306,5.04,NASA POWER,1839.6
Brunei,4.5,114.6667,201307,4.91,NASA POWER,1792.15
Brunei,4.5,114.6667,201308,5.01,NASA POWER,1828.6499999999999
Brunei,4.5,114.6667,201309,4.86,NASA POWER,1773.9
Brunei,4.5,114.6667,201310,4.91,NASA POWER,1792.15
Brunei,4.5,114.6667,201311,4.95,NASA POWER,1806.75
Brunei,4.5,114.6667,201312,4.72,NASA POWER,1722.8
Brunei,4.5,114.6667,201313,4.98,NASA POWER,1817.7
Brunei,4.5,114.6667,201401,3.88,NASA POWER,1416.2
Brunei,4.5,114.6667,201402,5.22,NASA POWER,1905.3
Brunei,4.5,114.6667,201403,5.55,NASA POWER,2025.75
Brunei,4.5,114.6667,201404,5.46,NASA POWER,1992.9
Brunei,4.5,114.6667,201405,5.22,NASA POWER,1905.3
Brunei,4.5,114.6667,201406,4.92,NASA POWER,1795.8
Brunei,4.5,114.6667,201407,4.72,NASA POWER,1722.8
Brunei,4.5,114.6667,201408,5.09,NASA POWER,1857.85
Brunei,4.5,114.6667,201409,5.14,NASA POWER,1876.1
Brunei,4.5,114.6667,201410,4.76,NASA POWER,1737.3999999999999
Brunei,4.5,114.6667,201411,4.81,NASA POWER,1755.6499999999999
Brunei,4.5,114.6667,201412,4.57,NASA POWER,1668.0500000000002
Brunei,4.5,114.6667,201413,4.94,NASA POWER,1803.1000000000001
Brunei,4.5,114.6667,201501,4.39,NASA POWER,1602.35
Brunei,4.5,114.6667,201502,5.0,NASA POWER,1825.0
Brunei,4.5,114.6667,201503,5.7,NASA POWER,2080.5
Brunei,4.5,114.6667,201504,5.62,NASA POWER,2051.3
Brunei,4.5,114.6667,201505,5.38,NASA POWER,1963.7
Brunei,4.5,114.6667,201506,4.95,NASA POWER,1806.75
Brunei,4.5,114.6667,201507,5.15,NASA POWER,1879.7500000000002
Brunei,4.5,114.6667,201508,4.93,NASA POWER,1799.4499999999998
Brunei,4.5,114.6667,201509,4.55,NASA POWER,1660.75
Brunei,4.5,114.6667,201510,4.81,NASA POWER,1755.6499999999999
Brunei,4.5,114.6667,201511,5.01,NASA POWER,1828.6499999999999
Brunei,4.5,114.6667,201512,5.09,NASA POWER,1857.85
Brunei,4.5,114.6667,201513,5.05,NASA POWER,1843.25
Brunei,4.5,114.6667,201601,5.26,NASA POWER,1919.8999999999999
Brunei,4.5,114.6667,201602,5.3,NASA POWER,1934.5
Brunei,4.5,114.6667,201603,5.49,NASA POWER,2003.8500000000001
Brunei,4.5,114.6667,201604,5.67,NASA POWER,2069.55
Brunei,4.5,114.6667,201605,5.23,NASA POWER,1908.95
Brunei,4.5,114.6667,201606,4.82,NASA POWER,1759.3000000000002
Brunei,4.5,114.6667,201607,4.99,NASA POWER,1821.3500000000001
Brunei,4.5,114.6667,201608,5.24,NASA POWER,1912.6000000000001
Brunei,4.5,114.6667,201609,5.07,NASA POWER,1850.5500000000002
Brunei,4.5,114.6667,201610,4.81,NASA POWER,1755.6499999999999
Brunei,4.5,114.6667,201611,4.73,NASA POWER,1726.45
Brunei,4.5,114.6667,201612,4.92,NASA POWER,1795.8
Brunei,4.5,114.6667,201613,5.13,NASA POWER,1872.45
Brunei,4.5,114.6667,201701,4.91,NASA POWER,1792.15
Brunei,4.5,114.6667,201702,4.94,NASA POWER,1803.1000000000001
Brunei,4.5,114.6667,201703,5.17,NASA POWER,1887.05
Brunei,4.5,114.6667,201704,5.6,NASA POWER,2043.9999999999998
Brunei,4.5,114.6667,201705,5.45,NASA POWER,1989.25
Brunei,4.5,114.6667,201706,4.95,NASA POWER,1806.75
Brunei,4.5,114.6667,201707,5.24,NASA POWER,1912.6000000000001
Brunei,4.5,114.6667,201708,5.13,NASA POWER,1872.45
Brunei,4.5,114.6667,201709,5.16,NASA POWER,1883.4
Brunei,4.5,114.6667,201710,4.67,NASA POWER,1704.55
Brunei,4.5,114.6667,201711,4.91,NASA POWER,1792.15
Brunei,4.5,114.6667,201712,4.17,NASA POWER,1522.05
Brunei,4.5,114.6667,201713,5.03,NASA POWER,1835.95
Brunei,4.5,114.6667,201801,4.57,NASA POWER,1668.0500000000002
Brunei,4.5,114.6667,201802,4.63,NASA POWER,1689.95
Brunei,4.5,114.6667,201803,5.49,NASA POWER,2003.8500000000001
Brunei,4.5,114.6667,201804,5.62,NASA POWER,2051.3
Brunei,4.5,114.6667,201805,4.99,NASA POWER,1821.3500000000001
Brunei,4.5,114.6667,201806,5.24,NASA POWER,1912.6000000000001
Brunei,4.5,114.6667,201807,5.06,NASA POWER,1846.8999999999999
Brunei,4.5,114.6667,201808,5.26,NASA POWER,1919.8999999999999
Brunei,4.5,114.6667,201809,5.24,NASA POWER,1912.6000000000001
Brunei,4.5,114.6667,201810,5.2,NASA POWER,1898.0
Brunei,4.5,114.6667,201811,5.15,NASA POWER,1879.7500000000002
Brunei,4.5,114.6667,201812,4.87,NASA POWER,1777.55
Brunei,4.5,114.6667,201813,5.11,NASA POWER,1865.15
Brunei,4.5,114.6667,201901,5.01,NASA POWER,1828.6499999999999
Brunei,4.5,114.6667,201902,5.55,NASA POWER,2025.75
Brunei,4.5,114.6667,201903,5.92,NASA POWER,2160.8
Brunei,4.5,114.6667,201904,5.66,NASA POWER,2065.9
Brunei,4.5,114.6667,201905,5.51,NASA POWER,2011.1499999999999
Brunei,4.5,114.6667,201906,5.02,NASA POWER,1832.3
Brunei,4.5,114.6667,201907,4.88,NASA POWER,1781.2
Brunei,4.5,114.6667,201908,5.29,NASA POWER,1930.85
Brunei,4.5,114.6667,201909,5.28,NASA POWER,1927.2
Brunei,4.5,114.6667,201910,5.27,NASA POWER,1923.55
Brunei,4.5,114.6667,201911,5.02,NASA POWER,1832.3
Brunei,4.5,114.6667,201912,4.27,NASA POWER,1558.55
Brunei,4.5,114.6667,201913,5.22,NASA POWER,1905.3
Brunei,4.5,114.6667,202001,5.12,NASA POWER,1868.8
Brunei,4.5,114.6667,202002,5.68,NASA POWER,2073.2
Brunei,4.5,114.6667,202003,5.63,NASA POWER,2054.95
Brunei,4.5,114.6667,202004,5.75,NASA POWER,2098.75
Brunei,4.5,114.6667,202005,5.15,NASA POWER,1879.7500000000002
Brunei,4.5,114.6667,202006,4.76,NASA POWER,1737.3999999999999
Brunei,4.5,114.6667,202007,5.07,NASA POWER,1850.5500000000002
Brunei,4.5,114.6667,202008,5.59,NASA POWER,2040.35
Brunei,4.5,114.6667,202009,5.12,NASA POWER,1868.8
Brunei,4.5,114.6667,202010,4.63,NASA POWER,1689.95
Brunei,4.5,114.6667,202011,4.82,NASA POWER,1759.3000000000002
Brunei,4.5,114.6667,202012,4.74,NASA POWER,1730.1000000000001
Brunei,4.5,114.6667,202013,5.17,NASA POWER,1887.05
Brunei Darussalam,4.5,114.6667,201001,4.43,NASA POWER,1616.9499999999998
Brunei Darussalam,4.5,114.6667,201002,5.74,NASA POWER,2095.1
Brunei Darussalam,4.5,114.6667,201003,5.67,NASA POWER,2069.55
Brunei Darussalam,4.5,114.6667,201004,5.45,NASA POWER,1989.25
Brunei Darussalam,4.5,114.6667,201005,5.31,NASA POWER,1938.1499999999999
Brunei Darussalam,4.5,114.6667,201006,4.88,NASA POWER,1781.2
Brunei Darussalam,4.5,114.6667,201007,4.91,NASA POWER,1792.15
Brunei Darussalam,4.5,114.6667,201008,5.21,NASA POWER,1901.65
Brunei Darussalam,4.5,114.6667,201009,5.26,NASA POWER,1919.8999999999999
Brunei Darussalam,4.5,114.6667,201010,5.02,NASA POWER,1832.3
Brunei Darussalam,4.5,114.6667,201011,4.9,NASA POWER,1788.5000000000002
Brunei Darussalam,4.5,114.6667,201012,4.7,NASA POWER,1715.5
Brunei Darussalam,4.5,114.6667,201013,5.12,NASA POWER,1868.8
Brunei Darussalam,4.5,114.6667,201101,4.27,NASA POWER,1558.55
Brunei Darussalam,4.5,114.6667,201102,4.6,NASA POWER,1678.9999999999998
Brunei Darussalam,4.5,114.6667,201103,4.97,NASA POWER,1814.05
Brunei Darussalam,4.5,114.6667,201104,5.14,NASA POWER,1876.1
Brunei Darussalam,4.5,114.6667,201105,4.97,NASA POWER,1814.05
Brunei Darussalam,4.5,114.6667,201106,4.74,NASA POWER,1730.1000000000001
Brunei Darussalam,4.5,114.6667,201107,5.04,NASA POWER,1839.6
Brunei Darussalam,4.5,114.6667,201108,5.15,NASA POWER,1879.7500000000002
Brunei Darussalam,4.5,114.6667,201109,5.12,NASA POWER,1868.8
Brunei Darussalam,4.5,114.6667,201110,4.94,NASA POWER,1803.1000000000001
Brunei Darussalam,4.5,114.6667,201111,4.8,NASA POWER,1752.0
Brunei Darussalam,4.5,114.6667,201112,4.36,NASA POWER,1591.4
Brunei Darussalam,4.5,114.6667,201113,4.84,NASA POWER,1766.6
Brunei Darussalam,4.5,114.6667,201201,4.67,NASA POWER,1704.55
Brunei Darussalam,4.5,114.6667,201202,5.13,NASA POWER,1872.45
Brunei Darussalam,4.5,114.6667,201203,5.17,NASA POWER,1887.05
Brunei Darussalam,4.5,114.6667,201204,5.37,NASA POWER,1960.05
Brunei Darussalam,4.5,114.6667,201205,5.22,NASA POWER,1905.3
Brunei Darussalam,4.5,114.6667,201206,5.13,NASA POWER,1872.45
Brunei Darussalam,4.5,114.6667,201207,4.88,NASA POWER,1781.2
Brunei Darussalam,4.5,114.6667,201208,5.28,NASA POWER,1927.2
Brunei Darussalam,4.5,114.6667,201209,4.97,NASA POWER,1814.05
Brunei Darussalam,4.5,114.6667,201210,4.91,NASA POWER,1792.15
Brunei Darussalam,4.5,114.6667,201211,5.0,NASA POWER,1825.0
Brunei Darussalam,4.5,114.6667,201212,4.93,NASA POWER,1799.4499999999998
Brunei Darussalam,4.5,114.6667,201213,5.05,NASA POWER,1843.25
Brunei Darussalam,4.5,114.6667,201301,4.46,NASA POWER,1627.9
Brunei Darussalam,4.5,114.6667,201302,5.22,NASA POWER,1905.3
Brunei Darussalam,4.5,114.6667,201303,5.46,NASA POWER,1992.9
Brunei Darussalam,4.5,114.6667,201304,5.21,NASA POWER,1901.65
Brunei Darussalam,4.5,114.6667,201305,5.05,NASA POWER,1843.25
Brunei Darussalam,4.5,114.6667,201306,5.04,NASA POWER,1839.6
Brunei Darussalam,4.5,114.6667,201307,4.91,NASA POWER,1792.15
Brunei Darussalam,4.5,114.6667,201308,5.01,NASA POWER,1828.6499999999999
Brunei Darussalam,4.5,114.6667,201309,4.86,NASA POWER,1773.9
Brunei Darussalam,4.5,114.6667,201310,4.91,NASA POWER,1792.15
Brunei Darussalam,4.5,114.6667,201311,4.95,NASA POWER,1806.75
Brunei Darussalam,4.5,114.6667,201312,4.72,NASA POWER,1722.8
Brunei Darussalam,4.5,114.6667,201313,4.98,NASA POWER,1817.7
Brunei Darussalam,4.5,114.6667,201401,3.88,NASA POWER,1416.2
Brunei Darussalam,4.5,114.6667,201402,5.22,NASA POWER,1905.3
Brunei Darussalam,4.5,114.6667,201403,5.55,NASA POWER,2025.75
Brunei Darussalam,4.5,114.6667,201404,5.46,NASA POWER,1992.9
Brunei Darussalam,4.5,114.6667,201405,5.22,NASA POWER,1905.3
Brunei Darussalam,4.5,114.6667,201406,4.92,NASA POWER,1795.8
Brunei Darussalam,4.5,114.6667,201407,4.72,NASA POWER,1722.8
Brunei Darussalam,4.5,114.6667,201408,5.09,NASA POWER,1857.85
Brunei Darussalam,4.5,114.6667,201409,5.14,NASA POWER,1876.1
Brunei Darussalam,4.5,114.6667,201410,4.76,NASA POWER,1737.3999999999999
Brunei Darussalam,4.5,114.6667,201411,4.81,NASA POWER,1755.6499999999999
Brunei Darussalam,4.5,114.6667,201412,4.57,NASA POWER,1668.0500000000002
Brunei Darussalam,4.5,114.6667,201413,4.94,NASA POWER,1803.1000000000001
Brunei Darussalam,4.5,114.6667,201501,4.39,NASA POWER,1602.35
Brunei Darussalam,4.5,114.6667,201502,5.0,NASA POWER,1825.0
Brunei Darussalam,4.5,114.6667,201503,5.7,NASA POWER,2080.5
Brunei Darussalam,4.5,114.6667,201504,5.62,NASA POWER,2051.3
Brunei Darussalam,4.5,114.6667,201505,5.38,NASA POWER,1963.7
Brunei Darussalam,4.5,114.6667,201506,4.95,NASA POWER,1806.75
Brunei Darussalam,4.5,114.6667,201507,5.15,NASA POWER,1879.7500000000002
Brunei Darussalam,4.5,114.6667,201508,4.93,NASA POWER,1799.4499999999998
Brunei Darussalam,4.5,114.6667,201509,4.55,NASA POWER,1660.75
Brunei Darussalam,4.5,114.6667,201510,4.81,NASA POWER,1755.6499999999999
Brunei Darussalam,4.5,114.6667,201511,5.01,NASA POWER,1828.6499999999999
Brunei Darussalam,4.5,114.6667,201512,5.09,NASA POWER,1857.85
Brunei Darussalam,4.5,114.6667,201513,5.05,NASA POWER,1843.25
Brunei Darussalam,4.5,114.6667,201601,5.26,NASA POWER,1919.8999999999999
Brunei Darussalam,4.5,114.6667,201602,5.3,NASA POWER,1934.5
Brunei Darussalam,4.5,114.6667,201603,5.49,NASA POWER,2003.8500000000001
Brunei Darussalam,4.5,114.6667,201604,5.67,NASA POWER,2069.55
Brunei Darussalam,4.5,114.6667,201605,5.23,NASA POWER,1908.95
Brunei Darussalam,4.5,114.6667,201606,4.82,NASA POWER,1759.3000000000002
Brunei Darussalam,4.5,114.6667,201607,4.99,NASA POWER,1821.3500000000001
Brunei Darussalam,4.5,114.6667,201608,5.24,NASA POWER,1912.6000000000001
Brunei Darussalam,4.5,114.6667,201609,5.07,NASA POWER,1850.5500000000002
Brunei Darussalam,4.5,114.6667,201610,4.81,NASA POWER,1755.6499999999999
Brunei Darussalam,4.5,114.6667,201611,4.73,NASA POWER,1726.45
Brunei Darussalam,4.5,114.6667,201612,4.92,NASA POWER,1795.8
Brunei Darussalam,4.5,114.6667,201613,5.13,NASA POWER,1872.45
Brunei Darussalam,4.5,114.6667,201701,4.91,NASA POWER,1792.15
Brunei Darussalam,4.5,114.6667,201702,4.94,NASA POWER,1803.1000000000001
Brunei Darussalam,4.5,114.6667,201703,5.17,NASA POWER,1887.05
Brunei Darussalam,4.5,114.6667,201704,5.6,NASA POWER,2043.9999999999998
Brunei Darussalam,4.5,114.6667,201705,5.45,NASA POWER,1989.25
Brunei Darussalam,4.5,114.6667,201706,4.95,NASA POWER,1806.75
Brunei Darussalam,4.5,114.6667,201707,5.24,NASA POWER,1912.6000000000001
Brunei Darussalam,4.5,114.6667,201708,5.13,NASA POWER,1872.45
Brunei Darussalam,4.5,114.6667,201709,5.16,NASA POWER,1883.4
Brunei Darussalam,4.5,114.6667,201710,4.67,NASA POWER,1704.55
Brunei Darussalam,4.5,114.6667,201711,4.91,NASA POWER,1792.15
Brunei Darussalam,4.5,114.6667,201712,4.17,NASA POWER,1522.05
Brunei Darussalam,4.5,114.6667,201713,5.03,NASA POWER,1835.95
Brunei Darussalam,4.5,114.6667,201801,4.57,NASA POWER,1668.0500000000002
Brunei Darussalam,4.5,114.6667,201802,4.63,NASA POWER,1689.95
Brunei Darussalam,4.5,114.6667,201803,5.49,NASA POWER,2003.8500000000001
Brunei Darussalam,4.5,114.6667,201804,5.62,NASA POWER,2051.3
Brunei Darussalam,4.5,114.6667,201805,4.99,NASA POWER,1821.3500000000001
Brunei Darussalam,4.5,114.6667,201806,5.24,NASA POWER,1912.6000000000001
Brunei Darussalam,4.5,114.6667,201807,5.06,NASA POWER,1846.8999999999999
Brunei Darussalam,4.5,114.6667,201808,5.26,NASA POWER,1919.8999999999999
Brunei Darussalam,4.5,114.6667,201809,5.24,NASA POWER,1912.6000000000001
Brunei Darussalam,4.5,114.6667,201810,5.2,NASA POWER,1898.0
Brunei Darussalam,4.5,114.6667,201811,5.15,NASA POWER,1879.7500000000002
Brunei Darussalam,4.5,114.6667,201812,4.87,NASA POWER,1777.55
Brunei Darussalam,4.5,114.6667,201813,5.11,NASA POWER,1865.15
Brunei Darussalam,4.5,114.6667,201901,5.01,NASA POWER,1828.6499999999999
Brunei Darussalam,4.5,114.6667,201902,5.55,NASA POWER,2025.75
Brunei Darussalam,4.5,114.6667,201903,5.92,NASA POWER,2160.8
Brunei Darussalam,4.5,114.6667,201904,5.66,NASA POWER,2065.9
Brunei Darussalam,4.5,114.6667,201905,5.51,NASA POWER,2011.1499999999999
Brunei Darussalam,4.5,114.6667,201906,5.02,NASA POWER,1832.3
Brunei Darussalam,4.5,114.6667,201907,4.88,NASA POWER,1781.2
Brunei Darussalam,4.5,114.6667,201908,5.29,NASA POWER,1930.85
Brunei Darussalam,4.5,114.6667,201909,5.28,NASA POWER,1927.2
Brunei Darussalam,4.5,114.6667,201910,5.27,NASA POWER,1923.55
Brunei Darussalam,4.5,114.6667,201911,5.02,NASA POWER,1832.3
Brunei Darussalam,4.5,114.6667,201912,4.27,NASA POWER,1558.55
Brunei Darussalam,4.5,114.6667,201913,5.22,NASA POWER,1905.3
Brunei Darussalam,4.5,114.6667,202001,5.12,NASA POWER,1868.8
Brunei Darussalam,4.5,114.6667,202002,5.68,NASA POWER,2073.2
Brunei Darussalam,4.5,114.6667,202003,5.63,NASA POWER,2054.95
Brunei Darussalam,4.5,114.6667,202004,5.75,NASA POWER,2098.75
Brunei Darussalam,4.5,114.6667,202005,5.15,NASA POWER,1879.7500000000002
Brunei Darussalam,4.5,114.6667,202006,4.76,NASA POWER,1737.3999999999999
Brunei Darussalam,4.5,114.6667,202007,5.07,NASA POWER,1850.5500000000002
Brunei Darussalam,4.5,114.6667,202008,5.59,NASA POWER,2040.35
Brunei Darussalam,4.5,114.6667,202009,5.12,NASA POWER,1868.8
Brunei Darussalam,4.5,114.6667,202010,4.63,NASA POWER,1689.95
Brunei Darussalam,4.5,114.6667,202011,4.82,NASA POWER,1759.3000000000002
Brunei Darussalam,4.5,114.6667,202012,4.74,NASA POWER,1730.1000000000001
Brunei Darussalam,4.5,114.6667,202013,5.17,NASA POWER,1887.05
Bulgaria,43.0,25.0,201001,1.36,NASA POWER,496.40000000000003
Bulgaria,43.0,25.0,201002,2.14,NASA POWER,781.1
Bulgaria,43.0,25.0,201003,3.32,NASA POWER,1211.8
Bulgaria,43.0,25.0,201004,4.85,NASA POWER,1770.2499999999998
Bulgaria,43.0,25.0,201005,5.79,NASA POWER,2113.35
Bulgaria,43.0,25.0,201006,6.08,NASA POWER,2219.2
Bulgaria,43.0,25.0,201007,5.84,NASA POWER,2131.6
Bulgaria,43.0,25.0,201008,5.97,NASA POWER,2179.0499999999997
Bulgaria,43.0,25.0,201009,4.35,NASA POWER,1587.7499999999998
Bulgaria,43.0,25.0,201010,2.27,NASA POWER,828.55
Bulgaria,43.0,25.0,201011,1.88,NASA POWER,686.1999999999999
Bulgaria,43.0,25.0,201012,1.29,NASA POWER,470.85
Bulgaria,43.0,25.0,201013,3.77,NASA POWER,1376.05
Bulgaria,43.0,25.0,201101,1.36,NASA POWER,496.40000000000003
Bulgaria,43.0,25.0,201102,2.29,NASA POWER,835.85
Bulgaria,43.0,25.0,201103,3.25,NASA POWER,1186.25
Bulgaria,43.0,25.0,201104,4.54,NASA POWER,1657.1
Bulgaria,43.0,25.0,201105,5.78,NASA POWER,2109.7000000000003
Bulgaria,43.0,25.0,201106,6.43,NASA POWER,2346.95
Bulgaria,43.0,25.0,201107,6.69,NASA POWER,2441.8500000000004
Bulgaria,43.0,25.0,201108,6.14,NASA POWER,2241.1
Bulgaria,43.0,25.0,201109,4.81,NASA POWER,1755.6499999999999
Bulgaria,43.0,25.0,201110,2.79,NASA POWER,1018.35
Bulgaria,43.0,25.0,201111,1.75,NASA POWER,638.75
Bulgaria,43.0,25.0,201112,1.31,NASA POWER,478.15000000000003
Bulgaria,43.0,25.0,201113,3.94,NASA POWER,1438.1
Bulgaria,43.0,25.0,201201,1.58,NASA POWER,576.7
Bulgaria,43.0,25.0,201202,2.53,NASA POWER,923.4499999999999
Bulgaria,43.0,25.0,201203,3.95,NASA POWER,1441.75
Bulgaria,43.0,25.0,201204,5.09,NASA POWER,1857.85
Bulgaria,43.0,25.0,201205,4.89,NASA POWER,1784.85
Bulgaria,43.0,25.0,201206,7.37,NASA POWER,2690.05
Bulgaria,43.0,25.0,201207,7.3,NASA POWER,2664.5
Bulgaria,43.0,25.0,201208,6.07,NASA POWER,2215.55
Bulgaria,43.0,25.0,201209,4.67,NASA POWER,1704.55
Bulgaria,43.0,25.0,201210,3.08,NASA POWER,1124.2
Bulgaria,43.0,25.0,201211,1.54,NASA POWER,562.1
Bulgaria,43.0,25.0,201212,1.17,NASA POWER,427.04999999999995
Bulgaria,43.0,25.0,201213,4.1,NASA POWER,1496.4999999999998
Bulgaria,43.0,25.0,201301,1.44,NASA POWER,525.6
Bulgaria,43.0,25.0,201302,1.81,NASA POWER,660.65
Bulgaria,43.0,25.0,201303,3.15,NASA POWER,1149.75
Bulgaria,43.0,25.0,201304,5.04,NASA POWER,1839.6
Bulgaria,43.0,25.0,201305,6.68,NASA POWER,2438.2
Bulgaria,43.0,25.0,201306,6.61,NASA POWER,2412.65
Bulgaria,43.0,25.0,201307,6.66,NASA POWER,2430.9
Bulgaria,43.0,25.0,201308,6.08,NASA POWER,2219.2
Bulgaria,43.0,25.0,201309,4.57,NASA POWER,1668.0500000000002
Bulgaria,43.0,25.0,201310,2.95,NASA POWER,1076.75
Bulgaria,43.0,25.0,201311,1.68,NASA POWER,613.1999999999999
Bulgaria,43.0,25.0,201312,1.3,NASA POWER,474.5
Bulgaria,43.0,25.0,201313,4.01,NASA POWER,1463.6499999999999
Bulgaria,43.0,25.0,201401,1.31,NASA POWER,478.15000000000003
Bulgaria,43.0,25.0,201402,2.1,NASA POWER,766.5
Bulgaria,43.0,25.0,201403,3.53,NASA POWER,1288.4499999999998
Bulgaria,43.0,25.0,201404,3.97,NASA POWER,1449.0500000000002
Bulgaria,43.0,25.0,201405,5.73,NASA POWER,2091.4500000000003
Bulgaria,43.0,25.0,201406,5.96,NASA POWER,2175.4
Bulgaria,43.0,25.0,201407,6.3,NASA POWER,2299.5
Bulgaria,43.0,25.0,201408,5.99,NASA POWER,2186.35
Bulgaria,43.0,25.0,201409,3.97,NASA POWER,1449.0500000000002
Bulgaria,43.0,25.0,201410,2.6,NASA POWER,949.0
Bulgaria,43.0,25.0,201411,1.0,NASA POWER,365.0
Bulgaria,43.0,25.0,201412,1.11,NASA POWER,405.15000000000003
Bulgaria,43.0,25.0,201413,3.64,NASA POWER,1328.6000000000001
Bulgaria,43.0,25.0,201501,1.64,NASA POWER,598.5999999999999
Bulgaria,43.0,25.0,201502,2.29,NASA POWER,835.85
Bulgaria,43.0,25.0,201503,3.25,NASA POWER,1186.25
Bulgaria,43.0,25.0,201504,5.1,NASA POWER,1861.4999999999998
Bulgaria,43.0,25.0,201505,5.87,NASA POWER,2142.55
Bulgaria,43.0,25.0,201506,6.26,NASA POWER,2284.9
Bulgaria,43.0,25.0,201507,6.9,NASA POWER,2518.5
Bulgaria,43.0,25.0,201508,5.72,NASA POWER,2087.7999999999997
Bulgaria,43.0,25.0,201509,3.94,NASA POWER,1438.1
Bulgaria,43.0,25.0,201510,2.45,NASA POWER,894.2500000000001
Bulgaria,43.0,25.0,201511,1.95,NASA POWER,711.75
Bulgaria,43.0,25.0,201512,1.55,NASA POWER,565.75
