country,latitude,longitude,year,ghi_kwh_m2_day,source,ghi_kwh_m2_year
Afghanistan,33.0,65.0,201501,116.27,NASA POWER,42438.549999999996
Afghanistan,33.0,65.0,201502,130.89,NASA POWER,47774.85
Afghanistan,33.0,65.0,201503,191.79,NASA POWER,70003.34999999999
Afghanistan,33.0,65.0,201504,270.04,NASA POWER,98564.6
Afghanistan,33.0,65.0,201505,311.34,NASA POWER,113639.09999999999
Afghanistan,33.0,65.0,201506,361.01,NASA POWER,131768.65
Afghanistan,33.0,65.0,201507,323.77,NASA POWER,118176.04999999999
Afghanistan,33.0,65.0,201508,319.56,NASA POWER,116639.4
Afghanistan,33.0,65.0,201509,283.11,NASA POWER,103335.15000000001
Afghanistan,33.0,65.0,201510,213.3,NASA POWER,77854.5
Afghanistan,33.0,65.0,201511,135.51,NASA POWER,49461.149999999994
Afghanistan,33.0,65.0,201512,122.1,NASA POWER,44566.5
Afghanistan,33.0,65.0,201513,232.05,NASA POWER,84698.25
Afghanistan,33.0,65.0,201601,126.56,NASA POWER,46194.4
Afghanistan,33.0,65.0,201602,201.44,NASA POWER,73525.6
Afghanistan,33.0,65.0,201603,181.25,NASA POWER,66156.25
Afghanistan,33.0,65.0,201604,262.89,NASA POWER,95954.84999999999
Afghanistan,33.0,65.0,201605,317.77,NASA POWER,115986.04999999999
Afghanistan,33.0,65.0,201606,351.28,NASA POWER,128217.2
Afghanistan,33.0,65.0,201607,345.21,NASA POWER,126001.65
Afghanistan,33.0,65.0,201608,318.34,NASA POWER,116194.09999999999
Afghanistan,33.0,65.0,201609,284.82,NASA POWER,103959.3
Afghanistan,33.0,65.0,201610,229.44,NASA POWER,83745.6
Afghanistan,33.0,65.0,201611,152.23,NASA POWER,55563.95
Afghanistan,33.0,65.0,201612,133.52,NASA POWER,48734.8
Afghanistan,33.0,65.0,201613,242.06,NASA POWER,88351.9
Afghanistan,33.0,65.0,201701,109.98,NASA POWER,40142.700000000004
Afghanistan,33.0,65.0,201702,154.61,NASA POWER,56432.65
Afghanistan,33.0,65.0,201703,195.71,NASA POWER,71434.15000000001
Afghanistan,33.0,65.0,201704,291.24,NASA POWER,106302.6
Afghanistan,33.0,65.0,201705,318.56,NASA POWER,116274.4
Afghanistan,33.0,65.0,201706,367.65,NASA POWER,134192.25
Afghanistan,33.0,65.0,201707,346.0,NASA POWER,126290.0
Afghanistan,33.0,65.0,201708,331.04,NASA POWER,120829.6
Afghanistan,33.0,65.0,201709,286.78,NASA POWER,104674.7
Afghanistan,33.0,65.0,201710,230.54,NASA POWER,84147.09999999999
Afghanistan,33.0,65.0,201711,151.05,NASA POWER,55133.25000000001
Afghanistan,33.0,65.0,201712,138.92,NASA POWER,50705.799999999996
Afghanistan,33.0,65.0,201713,243.9,NASA POWER,89023.5
Afghanistan,33.0,65.0,201801,143.95,NASA POWER,52541.74999999999
Afghanistan,33.0,65.0,201802,148.24,NASA POWER,54107.600000000006
Afghanistan,33.0,65.0,201803,202.07,NASA POWER,73755.55
Afghanistan,33.0,65.0,201804,257.19,NASA POWER,93874.35
Afghanistan,33.0,65.0,201805,298.87,NASA POWER,109087.55
Afghanistan,33.0,65.0,201806,365.93,NASA POWER,133564.45
Afghanistan,33.0,65.0,201807,351.06,NASA POWER,128136.9
Afghanistan,33.0,65.0,201808,333.39,NASA POWER,121687.34999999999
Afghanistan,33.0,65.0,201809,285.96,NASA POWER,104375.4
Afghanistan,33.0,65.0,201810,216.93,NASA POWER,79179.45
Afghanistan,33.0,65.0,201811,156.16,NASA POWER,56998.4
Afghanistan,33.0,65.0,201812,144.63,NASA POWER,52789.95
Afghanistan,33.0,65.0,201813,242.54,NASA POWER,88527.09999999999
Afghanistan,33.0,65.0,201901,122.34,NASA POWER,44654.1
Afghanistan,33.0,65.0,201902,164.05,NASA POWER,59878.25000000001
Afghanistan,33.0,65.0,201903,207.82,NASA POWER,75854.3
Afghanistan,33.0,65.0,201904,244.74,NASA POWER,89330.1
Afghanistan,33.0,65.0,201905,312.03,NASA POWER,113890.95
Afghanistan,33.0,65.0,201906,366.86,NASA POWER,133903.9
Afghanistan,33.0,65.0,201907,355.5,NASA POWER,129757.5
Afghanistan,33.0,65.0,201908,321.03,NASA POWER,117175.95
Afghanistan,33.0,65.0,201909,292.85,NASA POWER,106890.25000000001
Afghanistan,33.0,65.0,201910,206.23,NASA POWER,75273.95
Afghanistan,33.0,65.0,201911,140.01,NASA POWER,51103.649999999994
Afghanistan,33.0,65.0,201912,129.2,NASA POWER,47157.99999999999
Afghanistan,33.0,65.0,201913,238.92,NASA POWER,87205.79999999999
Afghanistan,33.0,65.0,202001,125.93,NASA POWER,45964.450000000004
Afghanistan,33.0,65.0,202002,176.44,NASA POWER,64400.6
Afghanistan,33.0,65.0,202003,189.89,NASA POWER,69309.84999999999
Afghanistan,33.0,65.0,202004,236.8,NASA POWER,86432.0
Afghanistan,33.0,65.0,202005,324.34,NASA POWER,118384.09999999999
Afghanistan,33.0,65.0,202006,368.96,NASA POWER,134670.4
Afghanistan,33.0,65.0,202007,349.21,NASA POWER,127461.65
Afghanistan,33.0,65.0,202008,331.86,NASA POWER,121128.90000000001
Afghanistan,33.0,65.0,202009,291.98,NASA POWER,106572.70000000001
Afghanistan,33.0,65.0,202010,238.45,NASA POWER,87034.25
Afghanistan,33.0,65.0,202011,145.82,NASA POWER,53224.299999999996
Afghanistan,33.0,65.0,202012,120.0,NASA POWER,43800.0
Afghanistan,33.0,65.0,202013,241.79,NASA POWER,88253.34999999999
Afghanistan,33.0,65.0,202101,155.58,NASA POWER,56786.700000000004
Afghanistan,33.0,65.0,202102,179.61,NASA POWER,65557.65000000001
Afghanistan,33.0,65.0,202103,216.38,NASA POWER,78978.7
Afghanistan,33.0,65.0,202104,290.96,NASA POWER,106200.4
Afghanistan,33.0,65.0,202105,313.67,NASA POWER,114489.55
Afghanistan,33.0,65.0,202106,374.57,NASA POWER,136718.05
Afghanistan,33.0,65.0,202107,325.96,NASA POWER,118975.4
Afghanistan,33.0,65.0,202108,330.07,NASA POWER,120475.55
Afghanistan,33.0,65.0,202109,289.86,NASA POWER,105798.90000000001
Afghanistan,33.0,65.0,202110,233.28,NASA POWER,85147.2
Afghanistan,33.0,65.0,202111,162.17,NASA POWER,59192.049999999996
Afghanistan,33.0,65.0,202112,131.99,NASA POWER,48176.350000000006
Afghanistan,33.0,65.0,202113,250.6,NASA POWER,91469.0
Afghanistan,33.0,65.0,202201,129.57,NASA POWER,47293.049999999996
Afghanistan,33.0,65.0,202202,166.28,NASA POWER,60692.2
Afghanistan,33.0,65.0,202203,228.48,NASA POWER,83395.2
Afghanistan,33.0,65.0,202204,287.17,NASA POWER,104817.05
Afghanistan,33.0,65.0,202205,328.0,NASA POWER,119720.0
Afghanistan,33.0,65.0,202206,364.27,NASA POWER,132958.55
Afghanistan,33.0,65.0,202207,322.97,NASA POWER,117884.05
Afghanistan,33.0,65.0,202208,279.12,NASA POWER,101878.8
Afghanistan,33.0,65.0,202209,287.12,NASA POWER,104798.8
Afghanistan,33.0,65.0,202210,234.87,NASA POWER,85727.55
Afghanistan,33.0,65.0,202211,146.1,NASA POWER,53326.5
Afghanistan,33.0,65.0,202212,121.15,NASA POWER,44219.75
Afghanistan,33.0,65.0,202213,241.55,NASA POWER,88165.75
Afghanistan,33.0,65.0,202301,128.78,NASA POWER,47004.7
Afghanistan,33.0,65.0,202302,160.84,NASA POWER,58706.6
Afghanistan,33.0,65.0,202303,195.31,NASA POWER,71288.15
Afghanistan,33.0,65.0,202304,278.92,NASA POWER,101805.8
Afghanistan,33.0,65.0,202305,304.22,NASA POWER,111040.3
Afghanistan,33.0,65.0,202306,347.33,NASA POWER,126775.45
Afghanistan,33.0,65.0,202307,331.15,NASA POWER,120869.74999999999
Afghanistan,33.0,65.0,202308,332.16,NASA POWER,121238.40000000001
Afghanistan,33.0,65.0,202309,290.9,NASA POWER,106178.49999999999
Afghanistan,33.0,65.0,202310,212.81,NASA POWER,77675.65
Afghanistan,33.0,65.0,202311,147.41,NASA POWER,53804.65
Afghanistan,33.0,65.0,202312,136.93,NASA POWER,49979.450000000004
Afghanistan,33.0,65.0,202313,239.24,NASA POWER,87322.6
Afghanistan,33.0,65.0,202401,137.83,NASA POWER,50307.950000000004
Afghanistan,33.0,65.0,202402,160.68,NASA POWER,58648.200000000004
Afghanistan,33.0,65.0,202403,192.05,NASA POWER,70098.25
Afghanistan,33.0,65.0,202404,238.27,NASA POWER,86968.55
Afghanistan,33.0,65.0,202405,308.78,NASA POWER,112704.7
Afghanistan,33.0,65.0,202406,347.2,NASA POWER,126728.0
Afghanistan,33.0,65.0,202407,-999.0,NASA POWER,-364635.0
Afghanistan,33.0,65.0,202408,-999.0,NASA POWER,-364635.0
Afghanistan,33.0,65.0,202409,-999.0,NASA POWER,-364635.0
Afghanistan,33.0,65.0,202410,-999.0,NASA POWER,-364635.0
Afghanistan,33.0,65.0,202411,-999.0,NASA POWER,-364635.0
Afghanistan,33.0,65.0,202412,-999.0,NASA POWER,-364635.0
Afghanistan,33.0,65.0,202413,-999.0,NASA POWER,-364635.0
Albania,41.0,20.0,201501,78.85,NASA POWER,28780.249999999996
Albania,41.0,20.0,201502,113.72,NASA POWER,41507.8
Albania,41.0,20.0,201503,124.85,NASA POWER,45570.25
Albania,41.0,20.0,201504,200.33,NASA POWER,73120.45000000001
Albania,41.0,20.0,201505,251.97,NASA POWER,91969.05
Albania,41.0,20.0,201506,267.1,NASA POWER,97491.50000000001
Albania,41.0,20.0,201507,305.19,NASA POWER,111394.35
Albania,41.0,20.0,201508,247.94,NASA POWER,90498.1
Albania,41.0,20.0,201509,191.96,NASA POWER,70065.40000000001
Albania,41.0,20.0,201510,117.3,NASA POWER,42814.5
Albania,41.0,20.0,201511,102.73,NASA POWER,37496.450000000004
Albania,41.0,20.0,201512,89.83,NASA POWER,32787.95
Albania,41.0,20.0,201513,174.63,NASA POWER,63739.95
Albania,41.0,20.0,201601,74.74,NASA POWER,27280.1
Albania,41.0,20.0,201602,98.66,NASA POWER,36010.9
Albania,41.0,20.0,201603,139.59,NASA POWER,50950.35
Albania,41.0,20.0,201604,225.59,NASA POWER,82340.35
Albania,41.0,20.0,201605,223.68,NASA POWER,81643.2
Albania,41.0,20.0,201606,271.62,NASA POWER,99141.3
Albania,41.0,20.0,201607,288.18,NASA POWER,105185.7
Albania,41.0,20.0,201608,260.13,NASA POWER,94947.45
Albania,41.0,20.0,201609,172.19,NASA POWER,62849.35
Albania,41.0,20.0,201610,121.02,NASA POWER,44172.299999999996
Albania,41.0,20.0,201611,77.61,NASA POWER,28327.65
Albania,41.0,20.0,201612,83.55,NASA POWER,30495.75
Albania,41.0,20.0,201613,169.92,NASA POWER,62020.799999999996
Albania,41.0,20.0,201701,74.38,NASA POWER,27148.699999999997
Albania,41.0,20.0,201702,107.21,NASA POWER,39131.649999999994
Albania,41.0,20.0,201703,173.69,NASA POWER,63396.85
Albania,41.0,20.0,201704,211.83,NASA POWER,77317.95000000001
Albania,41.0,20.0,201705,233.27,NASA POWER,85143.55
Albania,41.0,20.0,201706,292.34,NASA POWER,106704.09999999999
Albania,41.0,20.0,201707,297.25,NASA POWER,108496.25
Albania,41.0,20.0,201708,273.32,NASA POWER,99761.8
Albania,41.0,20.0,201709,185.49,NASA POWER,67703.85
Albania,41.0,20.0,201710,155.67,NASA POWER,56819.549999999996
Albania,41.0,20.0,201711,78.41,NASA POWER,28619.649999999998
Albania,41.0,20.0,201712,61.91,NASA POWER,22597.149999999998
Albania,41.0,20.0,201713,179.17,NASA POWER,65397.049999999996
Albania,41.0,20.0,201801,78.29,NASA POWER,28575.850000000002
Albania,41.0,20.0,201802,79.79,NASA POWER,29123.350000000002
Albania,41.0,20.0,201803,114.43,NASA POWER,41766.950000000004
Albania,41.0,20.0,201804,232.13,NASA POWER,84727.45
Albania,41.0,20.0,201805,232.7,NASA POWER,84935.5
Albania,41.0,20.0,201806,235.73,NASA POWER,86041.45
Albania,41.0,20.0,201807,274.18,NASA POWER,100075.7
Albania,41.0,20.0,201808,237.43,NASA POWER,86661.95
Albania,41.0,20.0,201809,220.9,NASA POWER,80628.5
Albania,41.0,20.0,201810,142.29,NASA POWER,51935.85
Albania,41.0,20.0,201811,84.57,NASA POWER,30868.05
Albania,41.0,20.0,201812,68.26,NASA POWER,24914.9
Albania,41.0,20.0,201813,167.15,NASA POWER,61009.75
Albania,41.0,20.0,201901,64.9,NASA POWER,23688.500000000004
Albania,41.0,20.0,201902,121.71,NASA POWER,44424.149999999994
Albania,41.0,20.0,201903,181.67,NASA POWER,66309.54999999999
Albania,41.0,20.0,201904,186.15,NASA POWER,67944.75
Albania,41.0,20.0,201905,191.94,NASA POWER,70058.1
Albania,41.0,20.0,201906,286.76,NASA POWER,104667.4
Albania,41.0,20.0,201907,278.53,NASA POWER,101663.45
Albania,41.0,20.0,201908,275.0,NASA POWER,100375.0
Albania,41.0,20.0,201909,198.83,NASA POWER,72572.95000000001
Albania,41.0,20.0,201910,159.82,NASA POWER,58334.299999999996
Albania,41.0,20.0,201911,65.85,NASA POWER,24035.249999999996
Albania,41.0,20.0,201912,64.17,NASA POWER,23422.05
Albania,41.0,20.0,201913,173.24,NASA POWER,63232.600000000006
Albania,41.0,20.0,202001,86.11,NASA POWER,31430.15
Albania,41.0,20.0,202002,120.16,NASA POWER,43858.4
Albania,41.0,20.0,202003,143.81,NASA POWER,52490.65
Albania,41.0,20.0,202004,216.37,NASA POWER,78975.05
Albania,41.0,20.0,202005,237.88,NASA POWER,86826.2
Albania,41.0,20.0,202006,257.71,NASA POWER,94064.15
Albania,41.0,20.0,202007,300.6,NASA POWER,109719.00000000001
Albania,41.0,20.0,202008,254.79,NASA POWER,92998.34999999999
Albania,41.0,20.0,202009,199.57,NASA POWER,72843.05
Albania,41.0,20.0,202010,130.17,NASA POWER,47512.049999999996
Albania,41.0,20.0,202011,106.27,NASA POWER,38788.549999999996
Albania,41.0,20.0,202012,54.77,NASA POWER,19991.050000000003
Albania,41.0,20.0,202013,175.78,NASA POWER,64159.7
Albania,41.0,20.0,202101,64.61,NASA POWER,23582.65
Albania,41.0,20.0,202102,109.44,NASA POWER,39945.6
Albania,41.0,20.0,202103,146.91,NASA POWER,53622.15
Albania,41.0,20.0,202104,187.28,NASA POWER,68357.2
Albania,41.0,20.0,202105,256.88,NASA POWER,93761.2
Albania,41.0,20.0,202106,289.65,NASA POWER,105722.24999999999
Albania,41.0,20.0,202107,291.82,NASA POWER,106514.3
Albania,41.0,20.0,202108,268.65,NASA POWER,98057.24999999999
Albania,41.0,20.0,202109,187.35,NASA POWER,68382.75
Albania,41.0,20.0,202110,121.19,NASA POWER,44234.35
Albania,41.0,20.0,202111,79.28,NASA POWER,28937.2
Albania,41.0,20.0,202112,56.75,NASA POWER,20713.75
Albania,41.0,20.0,202113,172.01,NASA POWER,62783.649999999994
Albania,41.0,20.0,202201,85.41,NASA POWER,31174.649999999998
Albania,41.0,20.0,202202,119.45,NASA POWER,43599.25
Albania,41.0,20.0,202203,154.21,NASA POWER,56286.65
Albania,41.0,20.0,202204,193.82,NASA POWER,70744.3
Albania,41.0,20.0,202205,265.15,NASA POWER,96779.74999999999
Albania,41.0,20.0,202206,288.53,NASA POWER,105313.45
Albania,41.0,20.0,202207,306.86,NASA POWER,112003.90000000001
Albania,41.0,20.0,202208,235.95,NASA POWER,86121.75
Albania,41.0,20.0,202209,186.47,NASA POWER,68061.55
Albania,41.0,20.0,202210,152.45,NASA POWER,55644.24999999999
Albania,41.0,20.0,202211,76.1,NASA POWER,27776.499999999996
Albania,41.0,20.0,202212,60.98,NASA POWER,22257.699999999997
Albania,41.0,20.0,202213,177.49,NASA POWER,64783.850000000006
Albania,41.0,20.0,202301,66.76,NASA POWER,24367.4
Albania,41.0,20.0,202302,127.38,NASA POWER,46493.7
Albania,41.0,20.0,202303,152.54,NASA POWER,55677.1
Albania,41.0,20.0,202304,181.15,NASA POWER,66119.75
Albania,41.0,20.0,202305,197.67,NASA POWER,72149.54999999999
Albania,41.0,20.0,202306,244.68,NASA POWER,89308.2
Albania,41.0,20.0,202307,320.07,NASA POWER,116825.55
Albania,41.0,20.0,202308,251.41,NASA POWER,91764.65
Albania,41.0,20.0,202309,196.26,NASA POWER,71634.9
Albania,41.0,20.0,202310,148.25,NASA POWER,54111.25
Albania,41.0,20.0,202311,71.79,NASA POWER,26203.350000000002
Albania,41.0,20.0,202312,68.24,NASA POWER,24907.6
Albania,41.0,20.0,202313,169.14,NASA POWER,61736.1
Albania,41.0,20.0,202401,73.19,NASA POWER,26714.35
Albania,41.0,20.0,202402,115.02,NASA POWER,41982.299999999996
Albania,41.0,20.0,202403,148.31,NASA POWER,54133.15
Albania,41.0,20.0,202404,226.29,NASA POWER,82595.84999999999
Albania,41.0,20.0,202405,234.96,NASA POWER,85760.40000000001
Albania,41.0,20.0,202406,302.7,NASA POWER,110485.5
Albania,41.0,20.0,202407,-999.0,NASA POWER,-364635.0
Albania,41.0,20.0,202408,-999.0,NASA POWER,-364635.0
Albania,41.0,20.0,202409,-999.0,NASA POWER,-364635.0
Albania,41.0,20.0,202410,-999.0,NASA POWER,-364635.0
Albania,41.0,20.0,202411,-999.0,NASA POWER,-364635.0
Albania,41.0,20.0,202412,-999.0,NASA POWER,-364635.0
Albania,41.0,20.0,202413,-999.0,NASA POWER,-364635.0
Algeria,28.0,3.0,201501,177.9,NASA POWER,64933.5
Algeria,28.0,3.0,201502,208.95,NASA POWER,76266.75
Algeria,28.0,3.0,201503,266.27,NASA POWER,97188.54999999999
Algeria,28.0,3.0,201504,291.4,NASA POWER,106360.99999999999
Algeria,28.0,3.0,201505,322.11,NASA POWER,117570.15000000001
Algeria,28.0,3.0,201506,317.65,NASA POWER,115942.24999999999
Algeria,28.0,3.0,201507,321.76,NASA POWER,117442.4
Algeria,28.0,3.0,201508,294.73,NASA POWER,107576.45000000001
Algeria,28.0,3.0,201509,234.17,NASA POWER,85472.04999999999
Algeria,28.0,3.0,201510,211.64,NASA POWER,77248.59999999999
Algeria,28.0,3.0,201511,184.9,NASA POWER,67488.5
Algeria,28.0,3.0,201512,160.41,NASA POWER,58549.65
Algeria,28.0,3.0,201513,249.57,NASA POWER,91093.05
Algeria,28.0,3.0,201601,175.05,NASA POWER,63893.25000000001
Algeria,28.0,3.0,201602,212.28,NASA POWER,77482.2
Algeria,28.0,3.0,201603,270.54,NASA POWER,98747.1
Algeria,28.0,3.0,201604,293.92,NASA POWER,107280.8
Algeria,28.0,3.0,201605,277.48,NASA POWER,101280.20000000001
Algeria,28.0,3.0,201606,313.76,NASA POWER,114522.4
Algeria,28.0,3.0,201607,325.77,NASA POWER,118906.04999999999
Algeria,28.0,3.0,201608,306.22,NASA POWER,111770.3
Algeria,28.0,3.0,201609,254.65,NASA POWER,92947.25
Algeria,28.0,3.0,201610,217.09,NASA POWER,79237.85
Algeria,28.0,3.0,201611,169.09,NASA POWER,61717.85
Algeria,28.0,3.0,201612,152.79,NASA POWER,55768.35
Algeria,28.0,3.0,201613,247.46,NASA POWER,90322.90000000001
Algeria,28.0,3.0,201701,185.13,NASA POWER,67572.45
Algeria,28.0,3.0,201702,207.27,NASA POWER,75653.55
Algeria,28.0,3.0,201703,250.87,NASA POWER,91567.55
Algeria,28.0,3.0,201704,287.1,NASA POWER,104791.50000000001
Algeria,28.0,3.0,201705,291.18,NASA POWER,106280.7
Algeria,28.0,3.0,201706,311.94,NASA POWER,113858.1
Algeria,28.0,3.0,201707,313.97,NASA POWER,114599.05
Algeria,28.0,3.0,201708,308.67,NASA POWER,112664.55
Algeria,28.0,3.0,201709,262.63,NASA POWER,95859.95
Algeria,28.0,3.0,201710,227.48,NASA POWER,83030.2
Algeria,28.0,3.0,201711,183.23,NASA POWER,66878.95
Algeria,28.0,3.0,201712,153.0,NASA POWER,55845.0
Algeria,28.0,3.0,201713,248.74,NASA POWER,90790.1
Algeria,28.0,3.0,201801,179.38,NASA POWER,65473.7
Algeria,28.0,3.0,201802,198.08,NASA POWER,72299.20000000001
Algeria,28.0,3.0,201803,263.94,NASA POWER,96338.1
Algeria,28.0,3.0,201804,277.36,NASA POWER,101236.40000000001
Algeria,28.0,3.0,201805,304.77,NASA POWER,111241.04999999999
Algeria,28.0,3.0,201806,317.11,NASA POWER,115745.15000000001
Algeria,28.0,3.0,201807,320.66,NASA POWER,117040.90000000001
Algeria,28.0,3.0,201808,298.63,NASA POWER,108999.95
Algeria,28.0,3.0,201809,249.6,NASA POWER,91104.0
Algeria,28.0,3.0,201810,220.83,NASA POWER,80602.95000000001
Algeria,28.0,3.0,201811,185.45,NASA POWER,67689.25
Algeria,28.0,3.0,201812,171.72,NASA POWER,62677.8
Algeria,28.0,3.0,201813,249.29,NASA POWER,90990.84999999999
Algeria,28.0,3.0,201901,189.23,NASA POWER,69068.95
Algeria,28.0,3.0,201902,217.69,NASA POWER,79456.85
Algeria,28.0,3.0,201903,254.26,NASA POWER,92804.9
Algeria,28.0,3.0,201904,300.68,NASA POWER,109748.2
Algeria,28.0,3.0,201905,305.66,NASA POWER,111565.90000000001
Algeria,28.0,3.0,201906,331.6,NASA POWER,121034.00000000001
Algeria,28.0,3.0,201907,335.83,NASA POWER,122577.95
Algeria,28.0,3.0,201908,305.03,NASA POWER,111335.95
Algeria,28.0,3.0,201909,260.05,NASA POWER,94918.25
Algeria,28.0,3.0,201910,225.58,NASA POWER,82336.70000000001
Algeria,28.0,3.0,201911,194.56,NASA POWER,71014.4
Algeria,28.0,3.0,201912,163.8,NASA POWER,59787.00000000001
Algeria,28.0,3.0,201913,257.16,NASA POWER,93863.40000000001
Algeria,28.0,3.0,202001,171.06,NASA POWER,62436.9
Algeria,28.0,3.0,202002,214.67,NASA POWER,78354.54999999999
Algeria,28.0,3.0,202003,264.72,NASA POWER,96622.8
Algeria,28.0,3.0,202004,280.12,NASA POWER,102243.8
Algeria,28.0,3.0,202005,291.17,NASA POWER,106277.05
Algeria,28.0,3.0,202006,312.86,NASA POWER,114193.90000000001
Algeria,28.0,3.0,202007,334.65,NASA POWER,122147.24999999999
Algeria,28.0,3.0,202008,308.31,NASA POWER,112533.15
Algeria,28.0,3.0,202009,263.43,NASA POWER,96151.95
Algeria,28.0,3.0,202010,226.96,NASA POWER,82840.40000000001
Algeria,28.0,3.0,202011,185.4,NASA POWER,67671.0
Algeria,28.0,3.0,202012,164.97,NASA POWER,60214.05
Algeria,28.0,3.0,202013,251.63,NASA POWER,91844.95
Algeria,28.0,3.0,202101,178.37,NASA POWER,65105.05
Algeria,28.0,3.0,202102,199.22,NASA POWER,72715.3
Algeria,28.0,3.0,202103,255.84,NASA POWER,93381.6
Algeria,28.0,3.0,202104,293.09,NASA POWER,106977.84999999999
Algeria,28.0,3.0,202105,297.27,NASA POWER,108503.54999999999
Algeria,28.0,3.0,202106,319.73,NASA POWER,116701.45000000001
Algeria,28.0,3.0,202107,335.92,NASA POWER,122610.8
Algeria,28.0,3.0,202108,311.07,NASA POWER,113540.55
Algeria,28.0,3.0,202109,274.43,NASA POWER,100166.95
Algeria,28.0,3.0,202110,220.02,NASA POWER,80307.3
Algeria,28.0,3.0,202111,178.91,NASA POWER,65302.15
Algeria,28.0,3.0,202112,163.25,NASA POWER,59586.25
Algeria,28.0,3.0,202113,252.54,NASA POWER,92177.09999999999
Algeria,28.0,3.0,202201,178.25,NASA POWER,65061.25
Algeria,28.0,3.0,202202,194.08,NASA POWER,70839.20000000001
Algeria,28.0,3.0,202203,243.67,NASA POWER,88939.54999999999
Algeria,28.0,3.0,202204,297.98,NASA POWER,108762.70000000001
Algeria,28.0,3.0,202205,330.8,NASA POWER,120742.0
Algeria,28.0,3.0,202206,340.43,NASA POWER,124256.95
Algeria,28.0,3.0,202207,333.23,NASA POWER,121628.95000000001
Algeria,28.0,3.0,202208,308.01,NASA POWER,112423.65
Algeria,28.0,3.0,202209,267.2,NASA POWER,97528.0
Algeria,28.0,3.0,202210,220.77,NASA POWER,80581.05
Algeria,28.0,3.0,202211,189.59,NASA POWER,69200.35
Algeria,28.0,3.0,202212,163.91,NASA POWER,59827.15
Algeria,28.0,3.0,202213,255.97,NASA POWER,93429.05
Algeria,28.0,3.0,202301,184.16,NASA POWER,67218.4
Algeria,28.0,3.0,202302,196.4,NASA POWER,71686.0
Algeria,28.0,3.0,202303,258.47,NASA POWER,94341.55
Algeria,28.0,3.0,202304,306.02,NASA POWER,111697.29999999999
Algeria,28.0,3.0,202305,314.48,NASA POWER,114785.20000000001
Algeria,28.0,3.0,202306,337.88,NASA POWER,123326.2
Algeria,28.0,3.0,202307,333.4,NASA POWER,121690.99999999999
Algeria,28.0,3.0,202308,296.65,NASA POWER,108277.24999999999
Algeria,28.0,3.0,202309,266.72,NASA POWER,97352.8
Algeria,28.0,3.0,202310,220.07,NASA POWER,80325.55
Algeria,28.0,3.0,202311,194.95,NASA POWER,71156.75
Algeria,28.0,3.0,202312,168.89,NASA POWER,61644.85
Algeria,28.0,3.0,202313,256.78,NASA POWER,93724.7
Algeria,28.0,3.0,202401,180.09,NASA POWER,65732.85
Algeria,28.0,3.0,202402,216.7,NASA POWER,79095.5
Algeria,28.0,3.0,202403,265.48,NASA POWER,96900.20000000001
Algeria,28.0,3.0,202404,277.96,NASA POWER,101455.4
Algeria,28.0,3.0,202405,318.68,NASA POWER,116318.2
Algeria,28.0,3.0,202406,318.85,NASA POWER,116380.25000000001
Algeria,28.0,3.0,202407,-999.0,NASA POWER,-364635.0
Algeria,28.0,3.0,202408,-999.0,NASA POWER,-364635.0
Algeria,28.0,3.0,202409,-999.0,NASA POWER,-364635.0
Algeria,28.0,3.0,202410,-999.0,NASA POWER,-364635.0
Algeria,28.0,3.0,202411,-999.0,NASA POWER,-364635.0
Algeria,28.0,3.0,202412,-999.0,NASA POWER,-364635.0
Algeria,28.0,3.0,202413,-999.0,NASA POWER,-364635.0
American Samoa,-14.3333,-170.0,201501,243.46,NASA POWER,88862.90000000001
American Samoa,-14.3333,-170.0,201502,264.37,NASA POWER,96495.05
American Samoa,-14.3333,-170.0,201503,216.01,NASA POWER,78843.65
American Samoa,-14.3333,-170.0,201504,212.93,NASA POWER,77719.45
American Samoa,-14.3333,-170.0,201505,160.38,NASA POWER,58538.7
American Samoa,-14.3333,-170.0,201506,161.09,NASA POWER,58797.85
American Samoa,-14.3333,-170.0,201507,182.1,NASA POWER,66466.5
American Samoa,-14.3333,-170.0,201508,205.44,NASA POWER,74985.6
American Samoa,-14.3333,-170.0,201509,245.58,NASA POWER,89636.70000000001
American Samoa,-14.3333,-170.0,201510,246.03,NASA POWER,89800.95
American Samoa,-14.3333,-170.0,201511,240.86,NASA POWER,87913.90000000001
American Samoa,-14.3333,-170.0,201512,250.87,NASA POWER,91567.55
American Samoa,-14.3333,-170.0,201513,218.76,NASA POWER,79847.4
American Samoa,-14.3333,-170.0,201601,273.26,NASA POWER,99739.9
American Samoa,-14.3333,-170.0,201602,259.85,NASA POWER,94845.25000000001
American Samoa,-14.3333,-170.0,201603,245.57,NASA POWER,89633.05
American Samoa,-14.3333,-170.0,201604,146.43,NASA POWER,53446.950000000004
American Samoa,-14.3333,-170.0,201605,181.5,NASA POWER,66247.5
American Samoa,-14.3333,-170.0,201606,182.1,NASA POWER,66466.5
American Samoa,-14.3333,-170.0,201607,180.66,NASA POWER,65940.9
American Samoa,-14.3333,-170.0,201608,210.07,NASA POWER,76675.55
American Samoa,-14.3333,-170.0,201609,237.67,NASA POWER,86749.54999999999
American Samoa,-14.3333,-170.0,201610,284.89,NASA POWER,103984.84999999999
American Samoa,-14.3333,-170.0,201611,254.25,NASA POWER,92801.25
